count,token,is_policy,
4, @cindygravesfl,0,
4, bigger,0,
4, decad,0,
4, ensur,0,
4, own,0,
4, bueller,0,
4, strategi,0,
4, absolut,0,
4, sent,0,
4, attract,0,
4, blast,0,
4, editor,0,
4, tweedledum,0,
4, tweedle-dumb,0,
4, hypocrit,0,
4, bipartisan,0,
4, known,0,
4, powerless,0,
4, jobless,0,
4, silent,0,
4, barn,0,
4, unfortun,0,
4, #txpolit,0,
4, dga,0,
4, @senbobcasey,0,
4, origin,0,
4, @cbsdetroit,0,
4, hilari,0,
4, food,0,
4, #mulawpol,0,
4, edit,0,
4, confus,0,
4, newest,0,
4, @time,0,
4, stun,0,
4, aw,0,
4, spragu,0,
4, zero,0,
4, whatev,0,
4, audienc,0,
4, monday,0,
4, lambeau,0,
4, govt,0,
4, third-parti,0,
3, sum,0,
3, incumb,0,
3, @robmoxonrealtor,0,
3, straight,0,
3, plastic,0,
3, prosecut,0,
3, smarter,0,
3, →,0,
3, #ebola,1,
3, climb,0,
3, @owhnew,0,
3, broadcast,0,
3, grant,0,
3, they'v,0,
3, potenti,0,
3, conflict,0,
3, latino,0,
3, wisconsinit,0,
3, tu,0,
3, unemp,0,
3, goal,0,
3, #nextflgov,0,
3, consist,0,
3, principl,0,
3, #savenewmexico,0,
3, #nmpol,0,
3, preferredon,0,
3,http://t.co/dsl38sn5jm,0,
3, china,1,
3, relat,0,
3, uber-republican,0,
3,832,0,
3, @mikerossupd,0,
3, dog,0,
3, bbq,0,
3,13,0,
3, improp,0,
3, affect,0,
3, integr,0,
3, bag,0,
3, asham,0,
3, crush,0,
3, collin,0,
3, statesman,0,
3, william,0,
3, indict,0,
3, implement,0,
3, #flotusinwi,0,
3, #stribpol,0,
3,http://t.co/gd3yyrxpej,0,
3, o'malley,0,
3, model,0,
3, recycl,0,
3,50k,0,
3, amaz,0,
3, dunlap,0,
3, roll,0,
3,@robthedriver32,0,
3, link,0,
3, locat,0,
3, @pontocorvo,0,
3, throw,0,
3, @terrybranstad,0,
3, reach,0,
3, no-bid,0,
3, award,0,
3,11,0,
3, columbia,0,
3, http://t.co/qvcdjjdjur,0,
3, congress,0,
3, probe,0,
3, enterpris,0,
3, tight,0,
3, copi,0,
3, @stevebousquet,0,
3, tire,0,
3, pres,0,
3, bush,0,
3, arrest,0,
3, imag,0,
3, se,0,
3, hire,0,
3, sick,0,
3, offend,0,
3, organ,0,
3, fun,0,
3, camp,0,
3,55,0,
3, recap,0,
3,https://t.co/qzphtn6i2f,0,
3, auster,0,
3, #mideb,0,
3, #strikeout,0,
3,https://t.co/6kzd2j3dyh,0,
3, unawar,0,
3, rampant,0,
3, guarante,0,
3, insan,0,
3, :/,0,
3, tailgat,0,
3, total,0,
3, accur,0,
3, peac,0,
3, http://t.co/efksebvroq,0,
3,74,0,
3,https://t.co/nqg94g5jim,0,
3, congratul,0,
3, charter,0,
3, basi,0,
3, cake,0,
3, approach,0,
3, @a_h_kaplan,0,
3, greer,0,
3, horribl,0,
3, piec,0,
3, battl,0,
3, comm,0,
3,331,0,
3,40k,0,
3, execut,0,
3, slowest,0,
3, #publiceduc,0,
3, rebuild,0,
3, pray,0,
3, rain,0,
3, @fredduv,0,
3, #stopcommoncor,0,
3,16,0,
3, ):,0,
3, barrag,0,
3, back-fir,0,
3, seat,0,
3, licens,0,
3, stake,0,
3, firm,0,
3, grew,0,
3, congrat,0,
3, unbeliev,0,
3, hid,0,
3,2005,0,
3,2007,0,
3, @actually_yeah,0,
3, @wiscoliberti,0,
3, carolinian,0,
3, dare,0,
3, audio,0,
3, trek,0,
3, submit,0,
3, pot,0,
3, appropri,0,
3, cadillac,0,
3,https://t.co/m8w4iaql2i,0,
3, medicar,1,
3, harm,0,
3, #co,0,
3, @yougov,0,
3, magazin,0,
3, reelect,0,
3,@wesh2,0,
3,90,0,
3,22,0,
3, cabot,0,
3, oil,0,
3, petit,0,
3, @gingerrrrxox,0,
3, @claypel,0,
3, @kenblockri,0,
3, @ginaraimondo,0,
3, @angelforri,0,
3, journal,0,
3, pat,0,
3, harvard,0,
3, hike,0,
3, empti,0,
3, vincent,0,
3, intern,0,
3, plain,0,
3, @relevann,0,
3, rough,0,
3, @thestat,0,
3, shown,0,
3, stimulus,0,
3,http://t.co/oytcko8o4f,0,
3, market,0,
3, jeff,0,
3, johnson,0,
3,http://t.co/nt3dc2o1n1,0,
3, howev,0,
3, @dailyko,0,
3, rhetor,0,
3, @theeconomist,0,
3, commut,0,
3, black,0,
3, milwauke,0,
3,http://t.co/8abr6dlwmb,0,
3, summer,0,
3, respect,0,
3, @chrischristi,0,
3, deliv,0,
3, spell,0,
3, innov,0,
3, root,0,
3, institut,0,
3, nixonian,0,
3, coverup,0,
3, insist,0,
3, chuck,0,
3, huge,0,
3,1chordwond,0,
3,http://t.co/c2jpu0kgr8,0,
3,37.5,0,
3, belong,0,
3, accus,0,
3, wake,0,
3, municip,0,
3, moment,0,
3, mini-documentari,0,
3, @cenlamar,0,
3, flop,0,
3, constitut,1,
3, amend,1,
3,7th,0,
3, appar,0,
3, forget,0,
3, underl,0,
3, alleg,0,
3, sourc,0,
3, backward,0,
3, cheat,0,
3, perhap,0,
3, @maryellenkla,0,
3,1,0,
3, loss,0,
3, #hochul,0,
3, stronger,0,
3, @jmacforgov,0,
3, elimin,0,
3, feliciano,0,
3, oh,0,
3, due,0,
3, renew,0,
3, #vote,0,
3,http://t.co/rg4yqcjgbt,0,
3, #raisethewag,1,
3, greater,0,
3, sociopath,0,
3,http://t.co/8wlz8pbfcr,0,
3, behalf,0,
3, accid,0,
3, #sigamostrabajando,0,
3, creep,0,
3, cultur,0,
3,http://t.co/fthlwgge3x,0,
3, pollut,0,
3, most,0,
3, strategist,0,
3, onlin,0,
3,5.4,0,
3, error,0,
3,#15now,0,
3,#15forni,0,
3, argu,0,
3, lobbyist,0,
3, dubious,0,
3, drive,0,
3, sale,0,
3, task,0,
3, one-on-on,0,
3, #taxinhassan,0,
3, meltdown,0,
3,49,0,
3, joey,0,
3, myer,0,
3, partner,0,
3,2005-2007,0,
3, neighbor,0,
3, passeng,0,
3, mock,0,
3,http://t.co/uec6xsjogv,0,
3, convinc,0,
3, otherwis,0,
3, who,0,
3, compass,0,
3, bartow,0,
3, @charli,0,
3, cross,0,
3, gotv,0,
3, suggest,0,
3, extens,0,
3, ..,0,
3, rock,0,
3, back-rt,0,
3, harrisburg,0,
3, pretend,0,
3, outlin,0,
3, --->,0,
3, #atl,0,
3, dss,0,
3, statewid,0,
3, centuri,0,
3, donors.who,0,
3, doubt,0,
3,#dunafon4gov,0,
3, confid,0,
3, debacl,0,
3, strengthen,0,
3, junkyard,0,
3, address,0,
3,23.2,0,
3, #wipolit,0,
3,http://t.co/v76x4ghuyk,0,
3, id,0,
3, bubbl,0,
3, littl,0,
3, zephyr,0,
3, statut,0,
3, neel,0,
3, brutal,0,
3, figur,0,
3, rsvp,0,
3, spreadsheet,0,
3, tamper,0,
3, rip,0,
3, practic,0,
3, syr,0,
3, pro-gun,1,
3, @stay_rad_bmx,0,
3, @ewerickson,0,
3, beauti,0,
3, @ocalastarbann,0,
3, denver,0,
3, draw,0,
3, @tb_time,0,
3, wedc,0,
3, exchang,0,
3, shortfal,0,
3, @donttreadonmefl,0,
3, consequ,0,
3, mine,0,
3, chain-gang,0,
3, @kenwilley,0,
3, reg,0,
3, abt,0,
3, estaba,0,
3, i'd,0,
3, analyst,0,
3, burner,0,
3, brew,0,
3, involv,0,
3, interraci,0,
3, distort,0,
3, maim,0,
3, servant,0,
3, nebraskan,0,
3, pittsburgh,0,
3, @rweingarten,0,
3, misus,0,
3, pay-to-play,0,
3, exploit,0,
3, lol,0,
3, owner,,
3, #cbsphillydeb,,
3, per-pupil,,
3, miami,,
3, nader,,
3, perform,,
3, @spillaneca,,
3, edg,,
3, ex,,
3, ohio,,
3,http://t.co/hq8herwxl7,,
3, sharp,,
3, center,,
3, author,,
3, wednesday,,
3,@buzz511,,
3, dismiss,,
3, joke,,
3, monopoli,,
3, target,,
3, larg,,
3,75k,,
3, hard-work,,
3, pre-k,,
3, feloni,,
3,http://t.co/nrw5mfxnj,,
3, @the_rga,,
3, respond,,
3, richard,,
3, baird,,
3, c'mon,,
3, msnbc,,
3, environment,,
3,https://t.co/cibtbezz47,,
3, marquett,,
3, synder,,
3, distract,,
3, stuck,,
3, dinardo,,
3, cover-up,,
3,https://t.co/ctmxmqien7,,
3, franc,,
3, wed,,
3,#yeson2,,
3, freedom,,
3, drink,,
3, whole,,
3, mi,,
3, barack,,
3, payback,,
3, olymp,,
3, @newsok,,
3, imagin,,
3, civil,,
3, tappan,,
3, zee,,
3, stark,,
3, carolyn,,
3, http://t.co/owwjycmuvu,,
3, quiet,,
3, treatment,,
3, blow,,
2,11k,,
2, sept,,
2, unseat,,
2, damag,,
2, @womenseqparti,,
2, how,,
2, clueless,,
2, scholarship,,
2, adopt,,
2, refer,,
2,20.14,,
2, http://t.co/yefbdeemzf,,
2, hotel,,
2, bend,,
2, okay,,
2, behavior,,
2,https://t.co/d2ydonjmw9,,
2, @rickettsforgov,,
2, @owhbottomlin,,
2,https://t.co/hh0xxoi00r,,
2, @lsjnew,,
2, mshda,,
2, @dario_rivero,,
2, @varneyco,,
2, @foxbusi,,
2, crown,,
2, laid,,
2, @govcuomo,,
2, redistrict,,
2, gerrymand,,
2, social,,
2, h,,
2, michael,,
2, committe,,
2, afternoon,,
2, @iowasteam,,
2, settlement,,
2, questionnair,,
2, mass,,
2, #alsicebucketchalleng,,
2, reflect,,
2, chart,,
2, otter,,
2, tech,,
2, #idaho,,
2, ar,,
2, http://t.co/kaeljmqikc,,
2, sharkey,,
2,http://t.co/mmiu3zjwkr,,
2, junket,,
2, rescu,,
2, eat,,
2, rumor,,
2, boy,,
2, state-run,,
2,http://t.co/aacq4dxgnm,,
2,https://t.co/lrckzaoa4h,,
2, marist,,
2, emphas,,
2, survey,,
2, trial,,
2,http://t.co/nxg0kggnbx,,
2,http://t.co/jhng0mqywb,,
2,https://t.co/bbpaxvviq6,,
2, clayton,,
2, #nygovdeb,,
2, often,,
2, coloradan,,
2, #hickpocrisi,,
2, well-connect,,
2, @qctime,,
2, workforc,,
2, wash,,
2,25,0,
2, larger,,
2, popul,,
2, hs,,
2, sexism,,
2, option,,
2, post-elect,,
2, clemenc,,
2, perri,,
2, purpos,,
2,http://t.co/1i3hho5vtx,,
2,http://t.co/fqlkleeo2x,,
2, @tompreciousalb,,
2,@obomination1,,
2, clash,,
2, dr,,
2, cold,,
2, warm,,
2, crunch,,
2, #ballotbash,,
2, studio,,
2, http://t.co/pbcblqycfj,,
2, warren,,
2, buffett,,
2,http://t.co/761235kmza,,
2, http://t.co/shrdzzqgwa,,
2, platform,,
2, minnesotan,,
2,http://t.co/lnfj63uar1,,
2, loyalti,,
2, crest,,
2,http://t.co/iajbqfph9p,,
2, bomb,,
2, poli,,
2, uncertainti,,
2, creator,,
2, bird,,
2, feather,,
2, flock,,
2, felon,,
2,http://t.co/wmkgs6yo5q,,
2, #noshow,,
2, #novot,,
2, birthday,,
2, certain,,
2, present,,
2, @michigandaili,,
2, equiti,,
2, sluggish,,
2,http://t.co/y7vjf7bstp,,
2,http://t.co/bcvi1rpctd,,
2, @joycardinshow,,
2,http://t.co/fvcdab8bw2,,
2, #icebucketchalleng,,
2,http://t.co/7kcywa0xa2,,
2, tale,,
2, guid,,
2, burke-scott,,
2,http://t.co/d920cc0m5m,,
2,73,,
2, lien,,
2,http://t.co/ctzm0b9tcb,,
2, paint,,
2,http://t.co/phb91g9j4b,,
2, hartford,,
2, courant,,
2,4.5,,
2,https://t.co/8evekda1dr,,
2,http://t.co/hsg6itrsxc,,
2,72,,
2, passion,,
2, though,,
2, wife,,
2,http://t.co/mxocutcv67,,
2,http://t.co/jpxzdmthm0,,
2, http://t.co/qwmecepjp,,
2, panel,,
2, call-in,,
2, #fix,,
2,http://t.co/ophbx25lb6,,
2, ms,,
2, ty,,
2, @nro,,
2,http://t.co/s8c8elzv3k,,
2, #startupni,,
2, @wisgop,,
2,http://t.co/eljqwg9fmc,,
2, cato,,
2, spud,,
2,http://t.co/jbj1vabtfc,,
2,http://t.co/n8vsmvxzy2,,
2, sunni,,
2, @scottlay,,
2, cricket,,
2, @optoutpbc,,
2, sean,,
2,44,,
2, confer,,
2, saturday,,
2, prep,,
2, outdat,,
2,http://t.co/vh62rkj0ou,,
2,37,,
2,#cuomo2014,,
2, nolan,,
2, #obamacar,,
2,32,,
2, #dontduckchuck,,
2, fleec,,
2, @sarbett,,
2, fav,,
2,@dorman2014,,
2, insult,,
2,http://t.co/mcqquv1ifu,,
2, one-way,,
2, coach,,
2, twitter,,
2,https://t.co/rljlgrzd56,,
2, justifi,,
2,http://t.co/wrppffcm4p,,
2, courag,,
2, persuad,,
2, forgot,,
2, disaffect,,
2, appleton,,
2, manitowoc,,
2, wausau,,
2,#magov14,,
2, liz,,
2, wxxi,,
2, non-stori,,
2, disson,,
2, rev,,
2, sharpton,,
2, verrazano,,
2, stick,,
2,200,,
2, inflat,,
2, @ajc,,
2, <--,,
2, uneth,,
2,1.7,,
2, slope,,
2, esp,,
2, vagu,,
2, jennif,,
2, flip-flopp,,
2, );,,
2, heartless,,
2, absurd,,
2,24/7,,
2, fmr,,
2, evelyn,,
2, mantilla,,
2, hispan,,
2, urg,,
2, larami,,
2, slide,,
2, @wxyzdetroit,,
2, op,,
2, @govwalk,,
2, http://t.co/vzpdrezpk,,
2, @jquaglion,,
2, explan,,
2, leverag,,
2,http://t.co/yvm95dpfyu,,
2, @wolfleaderorg,,
2, accident,,
2,http://t.co/uveb828tzw,,
2, club,,
2, sheheen,,
2,http://t.co/3herskjvz3,,
2, greet,,
2, beholden,,
2, backer,,
2,http://t.co/gv9ttddn0t,,
2, http://t.co/rvkogxocxx,,
2, motto,,
2, @mgoldey,,
2, fuel,,
2,@arshia_13,,
2, @michellenunnga,,
2,http://t.co/ibfzht4haq,,
2,http://t.co/cyg7ot04qf,,
2, journalist,,
2, associ,,
2, wood-tv,,
2, postpon,,
2, odd,,
2, a-f,,
2, floor,,
2, pinnacl,,
2, middletown,,
2, dishonest,,
2, undeni,,
2, http://t.co/tlaluvpgzw,,
2, #gastorino,,
2, @wylli,,
2, late,,
2, oklahoman,,
2, onto,,
2,11th,,
2, schwartz,,
2, #necndeb,,
2, upcom,,
2,https://t.co/k5nbzhb9oq,,
2, gift,,
2, artifici,,
2, yacht,,
2, https://t.co/seoiqbfqnb,,
2, parrish,,
2, swindl,,
2, code,,
2, unabl,,
2, ppp,,
2,http://t.co/wywef1dib,,
2, tone,,
2, genfirebat,,
2, disappoint,,
2,http://t.co/rxt5arrpbh,,
2, predecessor,,
2, must-read,,
2, dont,,
2, especi,,
2,http://t.co/3es64jm2za,,
2, belittl,,
2, lipa,,
2, #tribunefest,,
2,http://t.co/mogkwbox1i,,
2, shore,,
2,82,,
2, ain't,,
2, chemung,,
2,http://t.co/p9i6xv5se3,,
2, @maxblau,,
2, knew,,
2, funnel,,
2,http://t.co/g94wog0l43,,
2, compuls,,
2, stunt,,
2, opposit,,
2, trade,,
2,https://t.co/qu9palkefn,,
2, floridatenth,,
2, @kevinderbyssn,,
2, exp,,
2,250k,,
2, pain,,
2, plane,,
2,#griffith4gov,,
2, #fcdebat,,
2, nail,,
2,http://t.co/udwm1mpjkj,,
2, pour,,
2, nip,,
2, tuck,,
2, um,,
2, unlimit,,
2, advisor,,
2, sentinel,,
2, cabinet,,
2, north,,
2,41st,,
2,14th,,
2, @brownidlion,,
2,@joi4liberti,,
2, @tulsaworld,,
2, grand,,
2, #job,,
2, usual,,
2, suppli,,
2, #wiright,,
2, crimin,,
2,http://t.co/uvf8g003wu,,
2, newcastl,,
2, @philrung,,
2, falsehood,,
2, decreas,,
2,http://t.co/aztxim4vgp,,
2, notic,,
2, #medicaid,,
2, mack,,
2, twist,,
2, introduc,,
2, pictur,,
2, corner,,
2, tuition,,
2, all-candid,,
2, miln,,
2, unfair,,
2, flaw,,
2, #okla,,
2, wont,,
2,http://t.co/19jqynxf8a,,
2,http://t.co/xjqc7w69kn,,
2,http://t.co/fkhzd9zi6o,,
2, #teamdorman,,
2, @interstatebldg,,
2, global,,
2,3/3,,
2, #philadelphia,,
2,http://t.co/6y2cf2lyvo,,
2,http://t.co/ttsduqau37,,
2, umbrella,,
2,http://t.co/hm6eqgne5k,,
2, @benjaminnorman,,
2, theft,,
2, negoti,,
2, door,,
2, @wohlsif,,
2, es,,
2, playbook,,
2,http://t.co/8tmbm5eni,,
2, oop,,
2,http://t.co/wijqzs3i5j,,
2,1,0,
2, falter,,
2, divers,,
2, summit,,
2, rural,,
2, internet,,
2, sink,,
2, homeown,,
2, buffalo,,
2, lifelong,,
2, fin,,
2, #billsmafia,,
2,http://t.co/6telzfdhhi,,
2,600,,
2, pipelin,,
2, swipe,,
2,#15,,
2, cheap,,
2, @marklarsonradio,,
2, dial,,
2, #crazytrain,,
2,https://t.co/xw9k2we2p5,,
2, @johnhrab,,
2, spot,,
2,673,,
2, determin,,
2, holder,,
2, influenc,,
2, #cuomog,,
2, @jebbush,,
2, bankruptci,,
2, giant,,
2, @drichardsonor,,
2, gimmick,,
2, #teammdp,,
2, @univis,,
2, congressman,,
2, #argov,,
2,60k,,
2, whoa,,
2,2011-2013,,
2, mismanag,,
2,http://t.co/mpuzcuuh8b,,
2, commission,,
2,#road2recoveri,,
2,133k,,
2, incarcer,,
2, mke,,
2, front,,
2, dumb,,
2, trip,,
2, passag,,
2, http://t.co/zurzkccbz,,
2, @jjpatriot,,
2,http://t.co/aqxh7n37fq,,
2, background,,
2, monkey-theat,,
2, bare,,
2, guard,,
2,http://t.co/msnorva4s,,
2, milk,,
2, outstand,,
2, @govedrendel,,
2, retórica,,
2, acción,,
2, por,,
2, las,,
2, none,,
2, mudsling,,
2,http://t.co/agikizgns5,,
2, fehr,,
2,q4,,
2, orwel,,
2, bankrupt,,
2,@1chordwond,,
2, @mysuncoast,,
2, cozi,,
2,http://t.co/egkrkjoze9,,
2,51,,
2, no-show,,
2, @paulburka,,
2,http://t.co/iyqsnyo6mb,,
2, iraq,,
2,http://t.co/dl29hqnkhf,,
2, @newsday,,
2,2.7,,
2, @govmaryfallin,,
2, biggest,,
2, dist,,
2, vow,,
2, henc,,
2, @ralph_and_wif,,
2, jfk,,
2, newark,,
2,70,,
2, capitol,,
2, speech,,
2, boom,,
2, em,,
2, live-tweet,,
2, later,,
2, http://t.co/lewdvhjtqi,,
2,43,,
2, possibl,,
2, @kevlarpb,,
2,8billion,,
2, carl,,
2, hiaasen,,
2, tank,,
2, weather,,
2, asa,,
2,40th,,
2, outlaw,,
2, complaint,,
2, fbi,,
2, rail,,
2, credico,,
2, outlook,,
2, #azgov,,
2, @terikweav,,
2, sought,,
2, @wiodmanni,,
2, @markschauer,,
2, neck,,
2, egg,,
2,https://t.co/5988undvay,,
2, @mwforhr,,
2, competit,,
2, @riddledrobot,,
2,12th,,
2, engag,,
2, @nickreisman,,
2, cow,,
2, @cbsmiami,,
2, tz,,
2, yellow,,
2, dimock,,
2, #industryshil,,
2,http://t.co/eg4qtlupl,,
2, date,,
2, http://t.co/fpibmhlexg,,
2,https://t.co/a9qbmmokuo,,
2, compli,,
2, suspici,,
2, apart,,
2,http://t.co/ayypqzjqo2,,
2,http://t.co/o6o81gsgtv,,
2, @nydnhammond,,
2, criteria,,
2,http://t.co/n5ee73wxc2,,
2, @blakezeff,,
2, @ap,,
2,@53percenter2012,,
2, @freemktmonkey,,
2, @healthandc,,
2, tabl,,
2,http://t.co/esab3hmlhb,,
2, repudi,,
2, repay,,
2, acknowledg,,
2, unanim,,
2, http://t.co/dwfoyrjhhz,,
2, #morelandcommiss,,
2, yard,,
2, timeout,,
2, guess,,
2, @wcco,,
2,http://t.co/gxawvifq68,,
2, dalla,,
2, assum,,
2, http://t.co/lhupotesnj,,
2, @cherylcashman,,
2, dislik,,
2,http://t.co/faiw2g8bfu,,
2,http://t.co/cv1sraxjvw,,
2, private-sector,,
2, caught,,
2, attent,,
2, featur,,
2, apologist,,
2, mom,,
2, formal,,
2, http://t.co/saycwndvfu,,
2,http://t.co/yykc7x8g3g,,
2,6billion,,
2, hundr,,
2, indic,,
2,19,,
2, tactic,,
2,http://t.co/ltcsp7n1w2,,
2, schuett,,
2, impos,,
2,2030,,
2, carolina,,
2, seri,,
2, pill,,
2, https://t.co/cncsqpbzus,,
2,@jpe33180,,
2, @lorigearywsb,,
2, war,,
2, januari,,
2, koch,,
2, @libertypoet,,
2, @cnn,,
2, @yourbtl,,
2, abandon,,
2, disdain,,
2, http://t.co/ivctvvilyj,,
2, central,,
2, oakland,,
2, vice-chair,,
2, strip,,
2, colleagu,,
2,http://t.co/5zfnlg5uxt,,
2, omaha,,
2, switch,,
2, pol,,
2,#hb2,,
2,http://t.co/pt0cj9ljaq,,
2, dirti,,
2, trick,,
2,https://t.co/nufvnii3et,,
2, slow,,
2, age,,
2, @brownformd,,
2, #mdgovdeb,,
2, @consrvativediva,,
2,http://t.co/6cjc32nebr,,
2,52,31,
2, loser,,
2, facil,,
2, heartbreak,,
2,470,,
2, mintiendo,,
2, ant,,
2, ahora,,
2, situat,,
2, truste,,
2,33,,
2, ❤,,
2, ️,,
2, need-to-know,,
2, nasti,,
2, @seanpaig,,
2, elector,,
2, @garepublican,,
2, robo-cal,,
2, die,,
2, vike,,
2, @superwust,,
2, anti-school,,
2, union.nh,,
2, rochest,,
2, http://t.co/xkbswmvgym,,
2, sportsmen,,
2, fifth,,
2,3rd,,
2,http://t.co/u8qxfrjsih,,
2, sanctiti,,
2,http://t.co/vo0bnjutri,,
2, discriminatori,,
2, ideolog,,
2, takeaway,,
2, revis,,
2, @progressflorida,,
2, tampa,,
2, #vt,,
2,http://t.co/as3cuqcffi,,
2, divis,,
2, sheet,,
2, applic,,
2,http://t.co/vwpg0k960w,,
2, addit,,
2, cuba,,
2,http://t.co/l3ilmc9nbm,,
2, hydrofrack,,
2, #gypsyjanefest,,
2, beer,,
2, fest,,
2, signific,,
2,133,0,
2, truth-o-met,,
2, pan,,
2, @kcrg,,
2, shift,,
2,@nick4iezo,,
2, pennsylvanian,,
2, angri,,
2, scrambl,,
2,20k,,
2, poorer,,
2,http://t.co/4ghqxnxia6,,
2,https://t.co/yfzpti5fqm,,
2, @constitutionctr,,
2, danc,,
2, blaze,,
2, #mtrushmoreofwe,,
2, refund,,
2, offens,,
2, @johndiazchron,,
2, anti-gay,,
2,https://t.co/ivm4hjbc8q,,
2, proven,,
2, lesson,,
2, pelosi,,
2, @talkmast,,
2, @uf,,
2, campus,,
2, @uffbk,,
2, earlier,,
2,http://t.co/87udd7gqia,,
2,http://t.co/kjl7n5nbmd,,
2, domest,,
2, http://t.co/gqjoqukoag,,
2,@jeff4gov,,
2, extend,,
2,http://t.co/bguty46vih,,
2, rotten,,
2, underfund,,
2, ctrl,,
2, plus,,
2,#kathie254,,
2, unfav,,
2, superintend,,
2, @bsfarrington,,
2, cbs,,
2, yougov,,
2, fri,,
2, ephemer,,
2, frequent,,
2, exercis,,
2, discret,,
2,http://t.co/u89b57knxw,,
2, father,,
2, @nra,,
2,25k,,
2, al,,
2, compet,,
2, @wiod,,
2, counter,,
2, outspend,,
2, van,,
2, pedicab,,
2,30m,,
2, bc,,
2, http://t.co/wspyfzmpwr,,
2,http://t.co/7evomcsoka,,
2, http://t.co/ieujnzzvhx,,
2, faster,,
2, siena,,
2, http://t.co/trliumwlng,,
2, @students_matt,,
2, ou,,
2, @thomaskaplan,,
2, ride,,
2, thin-skin,,
2, unequivoc,,
2,http://t.co/amkyobq9a,,
2, handpick,,
2, would'v,,
2, spanish,,
2, purchas,,
2, @karldickey,,
2, nathan,,
2, recipi,,
2, bite,,
2, bid,,
2, businessman,,
2, transfer,,
2, bond,,
2, plant,,
2,#chooseliberty2014,,
2, finger,,
2,2.8,,
2, wall,,
2, funni,,
2,20-30,,
2, foist,,
2, pant,,
2, flashback,,
2, anniversari,,
2,http://t.co/usa5vdv22f,,
2, arendabdoori,,
2, hillari,,
2, dearbubbi,,
2,1.4,,
2, @politico,,
2, cluck,,
2, http://t.co/pudwfcigrd,,
2, daughter,,
2, watchdog,,
2, @politifacttexa,,
2,http://t.co/2irxuv0d2w,,
2, dfl,,
2, deb,,
2, channel,,
2, polymet,,
2, updat,,
2, hot,,
2, depend,,
2, obvious,,
2, femal,,
2, season,,
2, seven,,
2,http://t.co/1u837ui0yj,,
2,https://t.co/aydjk1yagx,,
2, #corbettwolf,,
2, weaken,,
2, martha,,
2, numer,,
2,http://t.co/c85qgczslw,,
2, barri,,
2, storag,,
2, kindergarten,,
2, lunch,,
2,http://t.co/ezndurdu0p,,
2, sus,,
2, rga,,
2, @kendixonct,,
2, uh,,
2,http://t.co/xe78ufpemt,,
2,http://t.co/0ccvazulci,,
2,74m,,
2, ya,,
2, memo,,
2, warfar,,
2, surround,,
2,10/23,,
2, @youtub,,
2, https://t.co/ahzrzgylk,,
2, woman,,
2, cash,,
2, awhil,,
2, afl-cio,,
2, needi,,
2, pride,,
2, @govchristi,,
2, english,,
2, ouch,,
2, reap,,
2, sown,,
2, @pennliv,,
2, tyranni,,
2, cronyist,,
2, level,,
2, naiv,,
2, smaller,,
2, valuabl,,
2, @wdtnew,,
2,http://t.co/bjxee6r7lo,,
2, nice,,
2, bowl,,
2,http://t.co/8q6msqnzip,,
2, probabl,,
2, african-american,,
2, slam,,
2, emperor,,
2, wear,,
2, cloth,,
2, @dallasnew,,
2, flummox,,
2, que,,
2, pittston,,
2, doug,,
2, ducey,,
2, topic,,
2,http://t.co/ymkcwcr7ss,,
2, moder,,
2, misnom,,
2, thur,,
2, sit,,
2, @katiemcgintypa,,
2,@mynews13,,
2, @lopezcantera,,
2,https://t.co/7y8qzvzskp,,
2, liter,,
2, #arpx,,
2, young,,
2, más,,
2, @clickondetroit,,
2, deliber,,
2,2016,,
2, hazard,,
2, solv,,
2, ultim,,
2, leap,,
2, sheridan,,
2,98k,,
2, for-profit,,
2, vendor,,
2, hardship,,
2, raw,,
2,@bergman2004,,
2, laugh,,
2, corbett,,
2,164,,
2, goodby,,
2, sentenc,,
2, right-w,,
2, quien,,
2, type,,
2,http://t.co/y2tdlklol2,,
2, fled,,
2,http://t.co/c0ihiyxzy5,,
2, #azforward,,
2, charl,,
2, franklin,,
2, kook,,
2, clip,,
2, cabella,,
1, malloy-wyman,,
1,http://t.co/7svnqhhiqj,,
1, extraordinarili,,
1, http://t.co/zzwnrdzlfa,,
1,http://t.co/oc47w0rdyb,,
1, #teamhassebrook,,
1, http://t.co/uhaishceag,,
1, pavillion,,
1, bottl,,
1, laughter,,
1, #notfunni,,
1, http://t.co/oisjlchzvi,,
1, censor,,
1, #helpthegov,,
1, @wsj,,
1, prosecutor,,
1,http://t.co/dpsnk5k3ul,,
1,483,,
1,http://t.co/9aojqip7sw,,
1,http://t.co/f4iavecbxv,,
1,http://t.co/00dj2ugee4,,
1, bout,,
1, rematch,,
1, #anytop,,
1, #anytim,,
1, sterl,,
1, height,,
1,http://t.co/1trsc4ozcm,,
1,http://t.co/tolfmxx6oj,,
1,http://t.co/3olg38yag,,
1, misinfo,,
1, http://t.co/yvyxhyqzgg,,
1, @jadedbypolit,,
1, detest,,
1, @mrs__met,,
1, @ogwhiz,,
1, @mikelsever,,
1,@karrie1,,
1, #punintend,,
1,q6,,
1,http://t.co/1acahdzftr,,
1, governor--th,,
1, tallahasse,,
1, jacksonvill,,
1,http://t.co/bpvcn4umkq,,
1, fal-esi,,
1, https://t.co/axvtykzuss,,
1, http://t.co/vsnaluvppi,,
1,http://t.co/a4zbvm7zxw,,
